path,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9
"[8, 9, 15, 17]",2.1053657404006977e-189,1.745768789398349e-283,5.149835460804701e-181,2.90017534166805e-191,1.5637517002535762e-274,1.1244189781712133e-192,3.1429395687004765e-262,2.064545808608598e-178,2.711133105072536e-209,3.2782100774947337e-217
"[8, 9, 14, 18]",1213.9132313121715,1005.097823115881,1296.916453975006,1184.8315129619616,1353.3466405658112,1131.5919533884985,1420.7050552619428,863.5932595706784,1122.3067044239954,1008.0091318670602
"[8, 7, 15, 16, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 7, 6, 17, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 9, 15, 17, 19]",2.1053657404011765e-189,1.745768789398349e-283,5.149835460804701e-181,2.900175341668709e-191,1.5637517002539315e-274,1.1244189781712133e-192,3.1429395686990476e-262,2.064545808608598e-178,2.71113310507192e-209,3.2782100774939885e-217
"[8, 9, 14, 21, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 6, 17, 19, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 9, 14, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 7, 6, 17, 19, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[8, 9, 10, 13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 4, 3, 10, 13, 22]",3.723138009423864e-161,6.926829678943141e-158,1.309930319001962e-159,5.510535355369625e-170,1.1348620046822751e-158,1.4110700604203997e-162,2.179605039519265e-154,6.505137774065395e-174,1.5914422964295667e-157,1.2189993630096022e-152
"[8, 4, 3, 2, 11, 12, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[8, 9, 10, 11, 12, 23]",1.7730758794085954e-77,6.448581357333906e-79,3.2700493617575515e-92,4.418733115968301e-59,5.71376619601983e-73,1.608384538252589e-64,1.1301120423853358e-123,5.910245489117218e-47,3.430421116583585e-82,1.4328075826569875e-102
"[9, 10, 3, 2, 0]",0.09999999555638864,0.1,0.1,0.1,0.0999999524518162,0.1,0.09999999997489531,0.1,6.863402970663473e-29,0.1
"[9, 8, 4, 5, 1, 0]",4.443611362386324e-09,3.470085340423903e-34,2.1692767054030774e-35,9.01465754197628e-61,4.7548183809637434e-08,1.1001051470678953e-17,2.510469720930583e-11,3.175055604441887e-51,0.1,5.475985152077243e-51
"[9, 8, 4, 5, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 15, 7, 5, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 10, 3, 2]",1.2352882215377655e-211,7.97652657038929e-187,2.306994595289984e-185,6.201721955922827e-160,1.356308388333777e-212,2.3407092373090414e-203,2.596315256600233e-209,2.710692478141002e-169,2.706382047272375e-246,1.0029746080797924e-170
"[9, 8, 4, 3, 2]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 10, 3]",1.2352882215380465e-211,7.976526570388383e-187,2.3069945952905084e-185,6.201721955920712e-160,1.356308388333623e-212,2.3407092373090414e-203,2.596315256600233e-209,2.710692478140386e-169,2.706382047272375e-246,1.0029746080796784e-170
"[9, 8, 4, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 8, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 10, 3, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 8, 4, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 10, 3, 4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 8, 7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 15, 7, 6]",1.7350930106687564e-190,3.507360978277534e-279,2.0677057318126898e-191,2.8298208943255744e-198,1.7427922435728346e-268,4.5348974938511695e-198,6.592565381947072e-264,2.227134776388774e-194,1.3779473529542285e-214,1.0264946999137131e-223
"[9, 8, 7]",4677.084291536323,4663.179835988243,5056.751045551691,4546.784686355692,4636.285029404363,4788.977147244269,4864.082125647201,5209.649572709528,4711.007836520592,4976.661150067077
"[9, 15, 7]",8.115176264553306e-186,1.6355454991435794e-274,1.0455873121234666e-186,1.2866586307443039e-193,8.080081588236938e-264,2.1717520463143622e-193,3.206677943649656e-259,1.160259173617767e-189,6.491520778081651e-210,5.1085162938080155e-219
"[9, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 10, 3, 4, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 8, 4, 3, 10]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 10, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 14, 13, 10, 11]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 10, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 14, 13, 10, 11, 12]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 10, 13]",0.0,0.0,5.14e-322,0.0,0.0,1.3061e-319,0.0,0.0,0.0,0.0
"[9, 14, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 14]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 10, 13, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 16, 15]",1.4563206505955e-311,1.1349356637967443e-237,0.0,4.2172608010510585e-245,6.464717743923982e-264,1.1225282534969319e-268,1.2231590644064163e-267,1.1205213587294485e-308,2.0020090098039574e-261,2.2203689316574664e-300
"[9, 16]",3.156731605082884e-57,419.64406303293606,1.031211341690387e-82,2.689191640308613e-18,1.0854876869274058e-20,1.0655515016798129e-24,2.5996085045072292e-25,2.0259534354243924e-79,2.1943925307270264e-32,8.065451422405453e-70
"[9, 15, 16]",11684.943628229383,11349.508651508091,11797.990455083274,11415.779604190207,11681.494862923122,11790.243538827408,11689.453894272974,11631.807658353327,11702.381910689728,11630.882736415817
"[9, 15, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 8, 7, 6, 17]",1.6557657055403674e-117,8.143712395526724e-29,1.2680944200233576e-116,9.653581012308886e-110,8.315551501402248e-40,3.632607178815247e-110,3.218836422963292e-44,1.448358100714051e-113,2.01417991673544e-93,2.599746078943553e-84
"[9, 14, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 16, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 15, 17, 19]",9.475077806938285e-271,0.0,2.2374549711532736e-276,1.0609770294935439e-278,0.0,3.834488405673722e-282,0.0,2.3036827959126347e-282,4.0857796466173295e-291,3.57893696928607e-306
"[9, 14, 18, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 14, 21, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 15, 17, 19, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 14, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 10, 13, 14, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 10, 13, 22]",0.0,0.0,5.14e-322,0.0,0.0,1.3061e-319,0.0,0.0,0.0,0.0
"[9, 14, 13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[9, 10, 11, 12, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[9, 14, 21, 20, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 3, 2, 0]",6.96506946980382e-92,5.047491730169452e-71,1.3274814336169678e-41,1.1151782014050154e-52,8.792783271519567e-105,1.6578911833591697e-92,6.588888205857107e-43,3.930266715028671e-65,1.2400411240169072e-117,1.7055094046402736e-20
"[10, 11, 2, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 3, 2, 0, 1]",6.96506946980382e-92,5.047491730169452e-71,1.3274814336172696e-41,1.1151782014047619e-52,8.792783271519567e-105,1.6578911833591697e-92,6.588888205854111e-43,3.930266715027777e-65,1.2400411240169072e-117,1.7055094046402736e-20
"[10, 11, 2, 0, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 3, 2]",6.804795989800836e-88,4.3761651632112574e-67,1.1685701310917387e-37,6.801834350914289e-49,7.92264343637025e-101,1.2115227119453013e-88,5.8156330495917725e-39,4.419552543458544e-61,1.0075759579838461e-113,1.4629133116183882e-16
"[10, 11, 2]",976.9889617472116,866.9979857625935,880.2911298785465,609.9325060646083,901.0393173263396,730.7612973072823,882.6425442189231,1124.4917619860055,812.5343091203067,857.7573994245703
"[10, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 11, 2, 3]",4.2294910341231253e-259,6.465443073226295e-280,2.066800946006254e-309,2.7971326842376837e-298,3.119240771560224e-246,1.981395459402609e-258,4.693780463816497e-308,7.12138039380138e-286,2.6087761874284187e-233,0.0
"[10, 3, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 9, 8, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 3, 4, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 9, 8, 4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 9, 8, 7, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 3, 4, 5, 7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 3, 4, 5, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 9, 8]",9.444296548435476e-142,3.4717032702796474e-156,3.366976816462581e-168,1.0309420516776144e-147,1.1610579341147125e-144,5.738512281083676e-87,3.267938676093833e-157,5.415134138697543e-237,5.181252888366292e-49,6.841410634682876e-275
"[10, 3, 4, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 9]",11688.230937676271,11476.439214488175,12000.90375550744,11679.147178518157,12123.912936947532,11704.108180393929,11720.961830358208,11734.22773298113,11550.623208525367,11715.706295889928
"[10, 3, 4, 8, 9]",4.3142529355205586e-160,4.6997387272812754e-151,2.3276558636980164e-124,3.1716815649492085e-148,1.3578374136255066e-164,8.330779043136691e-211,3.628476302044629e-144,6.47956379016254e-50,1.2173619645396787e-248,1.4594543999124144e-21
"[10, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 3, 2, 11]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 3, 2, 11, 12]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 13]",5139.983978020604,4481.619221162633,4404.792557256367,4735.711444707981,4838.315095717777,4503.183723626772,5317.110418050375,4864.181334719484,4744.142160157987,4985.903774690939
"[10, 9, 14, 13]",0.0,0.0,0.0,0.0,3.15113860833799e-305,0.0,0.0,0.0,2.7645747170883e-311,0.0
"[10, 9, 14]",3.990706533924041e-48,0.1,4.934135180195962e-258,0.1,0.1,3.09373144853189e-207,0.1,6.441217233753891e-182,0.1,3.9313186522336916e-15
"[10, 13, 14]",0.1,1.8647859469843635e-24,0.1,1.36669103862651e-87,1.6306274721126845e-128,0.1,1.2734336582532123e-38,0.1,2.0507052676498726e-122,0.09999999999999608
"[10, 9, 15]",3736.56898581827,4087.134121108015,3976.4015802377135,4352.031734482976,4314.072853794477,4199.115808985659,4204.924331657806,4130.6274736958485,4151.562358894249,4394.507385952581
"[10, 13, 14, 9, 15]",0.0,0.0,3.715726091692868e-288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 9, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 13, 14, 9, 16]",0.0,0.0,9.344443755776419e-293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 9, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[10, 3, 4, 5, 7, 6, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 9, 14, 18]",3.990706533924041e-48,0.1,4.934135180195962e-258,0.1,0.1,3.09373144853189e-207,0.1,6.441217233753891e-182,0.1,3.9313186522336916e-15
"[10, 13, 14, 18]",0.1,1.8647859469843635e-24,0.1,1.36669103862651e-87,1.6306274721134262e-128,0.1,1.2734336582532123e-38,0.1,2.0507052676498726e-122,0.09999999999999608
"[10, 9, 15, 17, 19]",3.7812257e-317,0.0,0.0,7.763108116670778e-193,4.1110622396125144e-215,0.0,1.0367371072981425e-301,0.0,1.992377798541314e-170,1.407e-319
"[10, 13, 14, 18, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 9, 14, 21, 20]",3.990706533925855e-48,0.1,4.934135180198206e-258,0.1,0.1,3.093731448533297e-207,0.1,6.441217233753891e-182,0.1,3.9313186522336916e-15
"[10, 13, 14, 21, 20]",0.1,1.8647859469843635e-24,0.1,1.36669103862651e-87,1.6306274721126845e-128,0.1,1.273433658252633e-38,0.1,2.0507052676498726e-122,0.09999999999999608
"[10, 9, 14, 21]",3.990706533925855e-48,0.1,4.934135180195962e-258,0.1,0.1,3.09373144853189e-207,0.1,6.441217233753891e-182,0.1,3.9313186522336916e-15
"[10, 13, 14, 21]",0.1,1.8647859469843635e-24,0.1,1.36669103862651e-87,1.6306274721126845e-128,0.1,1.2734336582532123e-38,0.1,2.0507052676498726e-122,0.09999999999999608
"[10, 13, 22]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[10, 9, 14, 13, 22]",0.0,0.0,0.0,0.0,6.51288422931973e-310,0.0,0.0,0.0,5.82734377e-316,0.0
"[10, 11, 12, 23]",0.1,0.1,1.63523961637842e-138,0.1,0.1,4.7938433204768765e-115,0.1,0.09999995799827856,0.1,0.1
"[10, 13, 22, 23]",9.781799604711825e-136,6.99033424561649e-137,0.1,1.9334980043098407e-160,0.0,0.1,2.628358797105195e-178,4.2001721442424137e-08,3.52432002629872e-261,2.7433977134091157e-214
"[11, 2, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 3, 2, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 2, 0, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 3, 2, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 2]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 3, 2]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 2, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 2, 3, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 3, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 2, 0, 1, 5]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 3, 4, 5]",6.466384536308015e-284,2.4588582773071655e-272,9.740430186552592e-237,1.531869949366961e-296,0.0,6.995218202164033e-278,3.881820357060662e-275,1.1387486059161432e-304,0.0,7.964480027697509e-288
"[11, 2, 0, 1, 5, 7, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 3, 4, 5, 7, 6]",6.466384536310956e-284,2.4588582773071655e-272,9.740430186552592e-237,1.5318699493673091e-296,0.0,6.995218202162444e-278,3.88182035705978e-275,1.1387486059164022e-304,0.0,7.964480027697509e-288
"[11, 10, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 2, 0, 1, 5, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 2, 3, 4, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 9, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 10, 9]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 2, 3, 10, 9]",5.1328097140285135e-168,2.032260313699898e-158,7.1386056601560715e-180,6.486424587623577e-109,7.58449913583594e-137,4.617795719569996e-164,8.47271115625721e-173,1.233611984239255e-103,9.133807871845904e-141,6.451305495037942e-112
"[11, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 2, 3, 10]",5.132809714027346e-168,2.0322603136994357e-158,7.13860566015526e-180,6.486424587623577e-109,7.584499135834215e-137,4.617795719573146e-164,8.47271115625721e-173,1.2336119842389744e-103,9.133807871845904e-141,6.45130549503941e-112
"[11, 12]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 13, 22, 23, 12]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 10, 13]",1987.0833921903666,1800.936743971752,1686.4410115726484,2649.2913524737023,2451.67377221375,1881.1401183785258,1924.2041947814735,2225.5269440977213,2234.787357759415,2116.210763086146
"[11, 2, 3, 10, 13]",1.0199320938019444e-163,3.659972272254376e-154,1.2038837350731838e-175,1.7184428568471757e-104,1.8594717606715283e-132,8.686720786563702e-160,1.6303226348034497e-168,2.745436709486315e-99,2.0412118360195375e-136,1.365232212455609e-107
"[11, 10, 9, 14]",2209.2176912149134,2469.49408986247,1871.1171383496783,1903.7553261017158,2298.816517313377,1913.101757626219,1803.2025607534838,1942.9523831538888,1776.436667597864,1897.044608672852
"[11, 2, 3, 10, 9, 14]",1.1339494025866394e-163,5.0186548337416654e-154,1.3357167394638043e-175,1.2348565356045511e-104,1.7435371889008695e-132,8.834313107468189e-160,1.5278014453494558e-168,2.3968493446659475e-99,1.6225631218333699e-136,1.2238414308268838e-107
"[11, 10, 9, 15]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 2, 3, 10, 9, 15]",5.132809714033181e-168,2.0322603136980493e-158,7.138605660152826e-180,6.486424587620627e-109,7.584499135829042e-137,4.617795719572096e-164,8.472711156264916e-173,1.233611984239255e-103,9.133807871837597e-141,6.451305495043809e-112
"[11, 10, 9, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 2, 3, 10, 9, 16]",5.132809714023845e-168,2.0322603136980493e-158,7.138605660159318e-180,6.486424587626527e-109,7.58449913583594e-137,4.617795719569996e-164,8.47271115625721e-173,1.233611984239255e-103,9.133807871850058e-141,6.451305495037942e-112
"[11, 10, 9, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 12, 23, 20, 19, 17]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 9, 14, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 2, 3, 10, 9, 14, 18]",5.1328097140285135e-168,2.032260313699898e-158,7.1386056601560715e-180,6.486424587626527e-109,7.58449913583939e-137,4.617795719569996e-164,8.47271115625721e-173,1.2336119842398158e-103,9.133807871841752e-141,6.451305495040877e-112
"[11, 12, 23, 20, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 9, 14, 18, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 12, 23, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 9, 14, 21, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 10, 9, 14, 21]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 12, 23, 20, 21]",1940.181990313555,2088.049519670065,2204.0487477348684,2255.3806324528555,2140.630325480726,1714.144618489243,1834.7111525362398,2107.286922990281,2148.2339237139017,2014.840855727466
"[11, 10, 13, 22]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[11, 12, 23, 22]",1880.8644727538474,2165.0684182392997,2083.788320030373,2382.107000995375,2209.2433704111163,2077.522199721636,2060.6597895386503,2219.7898483891227,1781.4098930404048,2134.8622281900543
"[11, 12, 23]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[11, 10, 13, 22, 23]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 2, 0]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 22, 13, 10, 3, 2, 0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 2, 0, 1]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 22, 13, 10, 3, 2, 0, 1]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 2]",113.71855408570696,373.2856736623189,583.9716219667084,87.8701120854524,383.2261694728873,205.04688922737043,286.1962943562285,212.62537235067845,372.4653574567398,324.0996790135512
"[12, 23, 22, 13, 10, 3, 2]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 2, 3]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 22, 13, 10, 3]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 2, 3, 4]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 22, 13, 10, 3, 4]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 2, 0, 1, 5]",605.6046205157253,540.9099099484263,563.2868170382249,573.9224083894533,288.9629091829021,232.97906506053602,270.30490226505026,745.6710873922653,535.2961010832935,914.3678354905021
"[12, 23, 22, 13, 10, 3, 4, 5]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 10, 9, 8, 7, 6]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 19, 17, 6]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 10, 9, 8, 7]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 19, 17, 6, 7]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 2, 3, 4, 8]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 20, 21, 14, 9, 8]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 10, 9]",6223.699318812762,5750.269196456806,5697.318777417031,5638.04403477479,5696.990242305205,6134.986267542916,5986.591470934047,5201.779359238276,6077.0224330307465,5738.724529714322
"[12, 23, 22, 13, 10, 9]",0.0,0.0,0.0,0.0,2.8147e-320,0.0,0.0,3.3745638475e-313,5.577531910133402e-288,1.5645495784186655e-281
"[12, 11, 10]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 22, 13, 10]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.487324e-318,9.178067008305847e-293,2.726301934024461e-286
"[12, 11]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 22, 13, 10, 11]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 11, 10, 13]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 22, 13]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 10, 9, 14]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 21, 14]",1806.9855810812526,2575.4894684692736,2099.7011775286146,2134.0184529582293,2126.2184591647456,2296.2976512077653,2029.6216641186854,2370.640600976555,1832.3523027506626,2224.5843073389774
"[12, 11, 10, 9, 15]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 19, 17, 15]",1789.9226917603257,1712.127529987524,1818.2721311117057,1709.6545200137505,1539.9115798969801,1829.1313036909587,1931.7443267868287,1894.0138680867055,2140.5237593252536,1647.4261946536694
"[12, 11, 10, 9, 16]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 19, 18, 16]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 23, 20, 19, 17]",217.55840199148628,272.1949633104724,9.650357298798212,551.4463361436083,145.0464694095598,134.85510007384545,28.842430451056487,374.56855530929926,70.43261364734792,279.1571892323203
"[12, 11, 10, 9, 15, 17]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 19, 18]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 10, 9, 14, 18]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 19]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 10, 9, 14, 18, 19]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"[12, 11, 10, 9, 14, 21, 20]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[12, 23, 20, 21]",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
